date,ofns_desc,pd_desc,law_cat_cd,boro_nm,station_name,year,month,month_year
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 STREET,2025,2,2025-02
2025-02-19,OTHER STATE LAWS,"NY STATE LAWS,UNCLASSIFIED VIO",VIOLATION,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,BROADWAY/NASSAU,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,QUEENS,36 STREET,2025,2,2025-02
2025-02-19,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,MYRTLE AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,WINTHROP STREET,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,UNAUTH. SALE OF TRANS. SERVICE,MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2025,2,2025-02
2025-02-19,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,HOYT-SCHERMERHORN,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,HOYT-SCHERMERHORN,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,110 ST.-CENTRAL PARK NORTH,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-19,GRAND LARCENY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",FELONY,QUEENS,MAIN ST.-FLUSHING,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-19,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,W. 4 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,145 STREET,2025,2,2025-02
2025-02-19,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BRONX,BROOK AVENUE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-19,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2025,2,2025-02
2025-02-19,GRAND LARCENY,"LARCENY,GRAND BY THEFT OF CREDIT CARD",FELONY,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,POSSESS.",FELONY,MANHATTAN,135 STREET,2025,2,2025-02
2025-02-19,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,BROADWAY/LAFAYETTE,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,125 STREET,2025,2,2025-02
2025-02-19,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BROOKLYN,GRANT AVENUE,2025,2,2025-02
2025-02-19,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,135 STREET,2025,2,2025-02
2025-02-19,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BRONX,3 AVENUE-149 STREET,2025,2,2025-02
2025-02-19,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,TREMONT AVENUE,2025,2,2025-02
2025-02-19,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,181 STREET,2025,2,2025-02
2025-02-19,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,QUEENS,21 ST.-QUEENSBRIDGE,2025,2,2025-02
2025-02-19,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,1 AVENUE,2025,2,2025-02
2025-02-20,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,96 STREET,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BRONX,ELDER AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,BEVERLY ROAD,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,238 ST.-NEREID AVE.,2025,2,2025-02
2025-02-20,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,FELONY,QUEENS,WOODHAVEN BLVD.,2025,2,2025-02
2025-02-20,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,W. 4 STREET,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,GRAHAM AVENUE,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,GRAHAM AVENUE,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,BEDFORD AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2025,2,2025-02
2025-02-20,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,CORTLANDT STREET,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,W. 4 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,WOODHAVEN BLVD.,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,QUEENS,VAN WYCK BLVD.-BRIARWOOD,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,14 ST.-UNION SQUARE,2025,2,2025-02
2025-02-20,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-20,MISCELLANEOUS PENAL LAW,"BRIBERY,PUBLIC ADMINISTRATION",FELONY,QUEENS,VAN WYCK BLVD.-BRIARWOOD,2025,2,2025-02
2025-02-20,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,DEKALB AVENUE,2025,2,2025-02
2025-02-20,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,QUEENS,ROOSEVELT AVE.-JACKSON HEIGHTS,2025,2,2025-02
2025-02-20,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,135 STREET,2025,2,2025-02
2025-02-20,SEX CRIMES,SEXUAL ABUSE,FELONY,QUEENS,QUEENSBORO PLAZA,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,MORGAN AVENUE,2025,2,2025-02
2025-02-20,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,ROOSEVELT AVE.-JACKSON HEIGHTS,2025,2,2025-02
2025-02-20,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,QUEENS,65 STREET,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,INTENT TO",FELONY,BROOKLYN,MORGAN AVENUE,2025,2,2025-02
2025-02-20,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,82 ST.-JACKSON HEIGHTS,2025,2,2025-02
2025-02-20,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,QUEENS,82 ST.-JACKSON HEIGHTS,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,MYRTLE/WYCKOFF AVENUES,2025,2,2025-02
2025-02-20,OFFENSES AGAINST PUBLIC ADMINI,RESISTING ARREST,MISDEMEANOR,QUEENS,ROOSEVELT AVE.-JACKSON HEIGHTS,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,"ADM.CODE,UNCLASSIFIED VIOLATIO",VIOLATION,BROOKLYN,WYCKOFF AVENUE,2025,2,2025-02
2025-02-20,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BRONX,PELHAM PKWY.,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-20,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BROOKLYN,WEST 8 STREET-NY AQUARIUM,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BRONX,LONGWOOD AVENUE,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2025,2,2025-02
2025-02-20,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,QUEENS,SUTPHIN BLVD.-ARCHER AVE.,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,182-183 STREETS,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,QUEENS,QUEENSBORO PLAZA,2025,2,2025-02
2025-02-20,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1,FELONY,BRONX,HUNTS POINT AVENUE,2025,2,2025-02
2025-02-20,GRAND LARCENY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",FELONY,QUEENS,QUEENS PLAZA,2025,2,2025-02
2025-02-20,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2025,2,2025-02
2025-02-20,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,181 STREET,2025,2,2025-02
2025-02-20,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-20,RAPE,"RAPE 1,ATTEMPT",FELONY,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,JAY STREET-BOROUGH HALL,2025,2,2025-02
2025-02-20,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,EASTERN PKWY-BROOKLYN MUSEUM,2025,2,2025-02
2025-02-20,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BRONX,TREMONT AVENUE,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,TREMONT AVENUE,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,HOYT-SCHERMERHORN,2025,2,2025-02
2025-02-20,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 180 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,LEFFERTS BLVD.,2025,2,2025-02
2025-02-20,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ATLANTIC AVENUE,2025,2,2025-02
2025-02-20,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,PACIFIC STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,135 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2025,2,2025-02
2025-02-20,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,LEXINGTON AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2025,2,2025-02
2025-02-20,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BRONX,EAST 180 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,59 STREET,2025,2,2025-02
2025-02-20,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BROOKLYN,77 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,138 ST.-GRAND CONCOURSE,2025,2,2025-02
2025-02-20,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",FELONY,BRONX,EAST 174 STREET,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,"ADM.CODE,UNCLASSIFIED VIOLATIO",VIOLATION,BROOKLYN,53 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 174 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SMITH-9 STREETS,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2025,2,2025-02
2025-02-20,OTHER STATE LAWS,"NY STATE LAWS,UNCLASSIFIED VIO",VIOLATION,BROOKLYN,BAY RIDGE AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ROCKAWAY AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,CHURCH AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-20,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2025,2,2025-02
2025-02-20,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,FELONY,BRONX,SOUNDVIEW AVENUE,2025,2,2025-02
2025-02-20,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,145 STREET,2025,2,2025-02
2025-02-20,GRAND LARCENY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",FELONY,MANHATTAN,66 ST.-LINCOLN CENTER,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,BROADWAY-EAST NEW YORK,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,77 STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,125 STREET,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,72 STREET,2025,2,2025-02
2025-02-20,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-20,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,96TH STREET,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2025,2,2025-02
2025-02-20,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,116 STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2025,2,2025-02
2025-02-21,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-21,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,FULTON STREET,2025,2,2025-02
2025-02-21,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,W. 4 STREET,2025,2,2025-02
2025-02-21,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,BROOKLYN,SUTTER AVENUE-RUTLAND ROAD,2025,2,2025-02
2025-02-21,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,110 ST.-CATHEDRAL PKWY.,2025,2,2025-02
2025-02-21,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2025,2,2025-02
2025-02-21,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",MISDEMEANOR,MANHATTAN,14 STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,WOODHAVEN BLVD.,2025,2,2025-02
2025-02-21,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-21,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,96 STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,HOYT STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,TREMONT AVENUE,2025,2,2025-02
2025-02-21,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,MANHATTAN,UNION SQUARE,2025,2,2025-02
2025-02-21,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,BROOKLYN,KINGSTON-THROOP AVENUES,2025,2,2025-02
2025-02-21,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,59 STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-GRAND CENTRAL,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,BRONX PARK EAST,2025,2,2025-02
2025-02-21,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,116 STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2025,2,2025-02
2025-02-21,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PURS",FELONY,QUEENS,HUNTERS POINT AVENUE,2025,2,2025-02
2025-02-21,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2025,2,2025-02
2025-02-21,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,125 STREET,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2025,2,2025-02
2025-02-21,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,ATLANTIC AVENUE,2025,2,2025-02
2025-02-21,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2025,2,2025-02
2025-02-21,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,95 STREET-BAY RIDGE,2025,2,2025-02
2025-02-21,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,21 ST.-QUEENSBRIDGE,2025,2,2025-02
2025-02-21,MISCELLANEOUS PENAL LAW,"BRIBERY,PUBLIC ADMINISTRATION",FELONY,BRONX,167 STREET,2025,2,2025-02
