date,ofns_desc,pd_desc,law_cat_cd,boro_nm,station_name,year,month,month_year
2024-12-28,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 STREET,2024,12,2024-12
2024-12-09,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,CHAMBERS STREET,2024,12,2024-12
2024-12-27,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,MANHATTAN,34 ST.-HERALD SQ.,2024,12,2024-12
2024-12-28,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BRONX,JACKSON AVENUE,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,RALPH AVENUE,2024,12,2024-12
2024-12-28,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,2 AVENUE,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,34 STREET,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,JAY STREET-BOROUGH HALL,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2024,12,2024-12
2024-12-28,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,LIVONIA AVENUE,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,ELMHURST AVE.,2024,12,2024-12
2024-12-28,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,SMITH-9 STREETS,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,21 ST.-QUEENSBRIDGE,2024,12,2024-12
2024-12-28,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,BRONX,161 ST.-YANKEE STADIUM,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,53 STREET,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,34 ST.-HERALD SQ.,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2024,12,2024-12
2024-12-28,BURGLAR'S TOOLS,"BURGLARS TOOLS,UNCLASSIFIED",MISDEMEANOR,QUEENS,JUNCTION BLVD.,2024,12,2024-12
2024-12-28,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,145 STREET,2024,12,2024-12
2024-12-22,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,14 STREET,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,28 STREET,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,BROOK AVENUE,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"DRUG PARAPHERNALIA,   POSSESSE",MISDEMEANOR,MANHATTAN,14 STREET,2024,12,2024-12
2024-12-28,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,DEKALB AVENUE,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SMITH-9 STREETS,2024,12,2024-12
2024-12-28,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2024,12,2024-12
2024-12-28,POSSESSION OF STOLEN PROPERTY,"STOLEN PROPERTY 3,POSSESSION",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,34 STREET,2024,12,2024-12
2024-12-28,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,W. 4 STREET,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,PELHAM BAY PARK,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2024,12,2024-12
2024-12-28,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,BRONX,BEDFORD PK. BLVD.,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,179 ST.-JAMAICA,2024,12,2024-12
2024-12-28,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,ASTOR PLACE,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,96TH STREET,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,UNAUTH. SALE OF TRANS. SERVICE,MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2024,12,2024-12
2024-12-28,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,QUEENS,82 ST.-JACKSON HEIGHTS,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,QUEENS,MAIN ST.-FLUSHING,2024,12,2024-12
2024-12-28,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3&2, BY FIR",FELONY,MANHATTAN,145 STREET,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-28,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,CHAMBERS ST.-WORLD TRADE CENTE,2024,12,2024-12
2024-12-28,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,QUEENS,21 ST.-QUEENSBRIDGE,2024,12,2024-12
2024-12-28,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,72 STREET,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,TREMONT AVENUE,2024,12,2024-12
2024-12-28,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,QUEENS,179 ST.-JAMAICA,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,UNION SQUARE,2024,12,2024-12
2024-12-28,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2024,12,2024-12
2024-12-28,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2024,12,2024-12
2024-12-28,CRIMINAL TRESPASS,"TRESPASS 2, CRIMINAL",MISDEMEANOR,BRONX,149 ST.-GRAND CONCOURSE,2024,12,2024-12
2024-12-28,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2024,12,2024-12
2024-12-28,OFFENSES AGAINST PUBLIC ADMINI,BAIL JUMPING 3,MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ROCKAWAY AVENUE,2024,12,2024-12
2024-12-28,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,SUTPHIN BLVD.-ARCHER AVE.,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,FORDHAM ROAD,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,59 STREET,2024,12,2024-12
2024-12-27,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,QUEENS,ROOSEVELT AVE.-JACKSON HEIGHTS,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,HOYT-SCHERMERHORN,2024,12,2024-12
2024-12-27,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,MANHATTAN,14 STREET,2024,12,2024-12
2024-12-27,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,QUEENS,SUTPHIN BLVD.-ARCHER AVE.,2024,12,2024-12
2024-12-27,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,BROADWAY/NASSAU,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,UNION SQUARE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ROCKAWAY AVENUE,2024,12,2024-12
2024-12-27,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2024,12,2024-12
2024-12-27,POSSESSION OF STOLEN PROPERTY,"STOLEN PROPERTY 3,POSSESSION",MISDEMEANOR,MANHATTAN,2 AVENUE,2024,12,2024-12
2024-12-27,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,QUEENS,71 AVE.-FOREST HILLS,2024,12,2024-12
2024-12-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BRONX,FORDHAM ROAD,2024,12,2024-12
2024-12-26,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,UNION SQUARE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 180 STREET,2024,12,2024-12
2024-12-27,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",FELONY,BROOKLYN,NEWKIRK AVENUE,2024,12,2024-12
2024-12-27,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,RALPH AVENUE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,174-175 STREETS,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,110 ST.-CENTRAL PARK NORTH,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,14 ST.-UNION SQUARE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2024,12,2024-12
2024-12-27,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,FRANKLIN AVENUE,2024,12,2024-12
2024-12-27,OFFENSES AGAINST PUBLIC ADMINI,RESISTING ARREST,MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-14,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,PACIFIC STREET,2024,12,2024-12
2024-12-27,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2024,12,2024-12
2024-12-27,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,VAN SICLEN AVENUE,2024,12,2024-12
2024-12-27,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,W. 4 STREET,2024,12,2024-12
2024-12-27,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,57 STREET,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SUTTER AVENUE,2024,12,2024-12
2024-12-27,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,POSSESS.",FELONY,BROOKLYN,NEWKIRK AVENUE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,74 ST.-BROADWAY,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,125 STREET,2024,12,2024-12
2024-12-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2024,12,2024-12
2024-12-26,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,QUEENS,39 AVENUE,2024,12,2024-12
2024-12-27,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,RALPH AVENUE,2024,12,2024-12
2024-12-27,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,QUEENS,WILLETS POINT-SHEA STADIUM,2024,12,2024-12
2024-12-27,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",FELONY,MANHATTAN,CHAMBERS ST.-WORLD TRADE CENTE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,W. 4 STREET,2024,12,2024-12
2024-12-27,MISCELLANEOUS PENAL LAW,"PUBLIC ADMINISTRATION,UNCLASSI",FELONY,MANHATTAN,42 ST.-TIMES SQUARE,2024,12,2024-12
2024-12-27,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,FELONY,BROOKLYN,FRANKLIN AVENUE,2024,12,2024-12
2024-12-18,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,W. 4 STREET,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,FULTON STREET,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,GUN HILL ROAD,2024,12,2024-12
2024-12-21,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-27,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,BROOKLYN,DEKALB AVENUE,2024,12,2024-12
2024-12-27,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,2 AVENUE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,21 ST.-QUEENSBRIDGE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,PELHAM BAY PARK,2024,12,2024-12
2024-12-27,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,53 STREET,2024,12,2024-12
2024-12-25,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,MANHATTAN,34 STREET,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2024,12,2024-12
2024-12-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2024,12,2024-12
2024-12-27,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2024,12,2024-12
2024-12-27,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, INTENT T",FELONY,BRONX,BROOK AVENUE,2024,12,2024-12
2024-12-27,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BROOKLYN,ATLANTIC AVENUE,2024,12,2024-12
2024-12-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2024,12,2024-12
2024-12-27,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,INTENT TO",FELONY,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2024,12,2024-12
2024-12-27,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,148 ST.-HARLEM,2024,12,2024-12
2024-12-27,OFFENSES AGAINST PUBLIC ADMINI,BAIL JUMPING 3,MISDEMEANOR,MANHATTAN,72 STREET,2024,12,2024-12
2024-12-27,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,34 STREET,2024,12,2024-12
2024-12-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,74 ST.-BROADWAY,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,W. 4 STREET,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2024,12,2024-12
2024-12-22,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,BRONX,BROOK AVENUE,2024,12,2024-12
2024-12-26,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,POSSESS.",FELONY,BRONX,3 AVENUE-149 STREET,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2024,12,2024-12
2024-12-26,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,BROOKLYN,59 STREET,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,149 ST.-GRAND CONCOURSE,2024,12,2024-12
2024-12-26,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,BROADWAY,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,DELANCEY STREET,2024,12,2024-12
2024-12-26,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BRONX,TREMONT AVENUE,2024,12,2024-12
2024-12-26,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,BROOKLYN,HOYT-SCHERMERHORN,2024,12,2024-12
2024-12-26,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,MANHATTAN,14 STREET,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2024,12,2024-12
2024-12-26,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,42 ST.-TIMES SQUARE,2024,12,2024-12
2024-12-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,BEACH 36 STREET,2024,12,2024-12
2024-12-26,OFFENSES AGAINST PUBLIC ADMINI,RESISTING ARREST,MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,UNION SQUARE,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SUTTER AVENUE-RUTLAND ROAD,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST 180 STREET,2024,12,2024-12
2024-12-23,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,21 STREET,2024,12,2024-12
2024-12-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,WHITEHALL ST.-SOUTH FERRY,2024,12,2024-12
2024-12-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 STREET,2024,12,2024-12
2024-12-26,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,145 STREET,2024,12,2024-12
2024-12-26,GRAND LARCENY,"LARCENY,GRAND BY THEFT OF CREDIT CARD",FELONY,QUEENS,36 STREET,2024,12,2024-12
2024-12-26,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,QUEENS,111 STREET,2024,12,2024-12
2024-12-26,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,51 STREET,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,PELHAM BAY PARK,2024,12,2024-12
2024-12-26,OTHER OFFENSES RELATED TO THEFT,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,138 ST.-GRAND CONCOURSE,2024,12,2024-12
